IFDM - Índice Firjan de Desenvolvimento Municipal (NOVO)
Sigla;Código;Município;2019;2020;2021;2022;2023;
MA;2108900;Poção de Pedras;0,3414;0,3231;0,3377;0,3391;0,3995;
MA;2109007;Porto Franco;0,4459;0,4214;0,5401;0,5714;0,5948;
MA;2109056;Porto Rico do Maranhão;0,3489;0,3316;0,3418;0,422;0,4281;
MA;2109106;Presidente Dutra;0,4565;0,4669;0,5358;0,5912;0,5905;
MA;2109205;Presidente Juscelino;0,3362;0,3167;0,2811;0,3457;0,3806;
MA;2109239;Presidente Médici;0,4134;0,4184;0,4018;0,4234;0,3936;
MA;2109270;Presidente Sarney;0,2827;0,2367;0,3007;0,2911;0,35;
MA;2109304;Presidente Vargas;0,3694;0,2727;0,3522;0,3616;0,3665;
MA;2109403;Primeira Cruz;0,1759;0,2429;0,2054;0,2868;0,3349;
MA;2109452;Raposa;0,3884;0,4029;0,4026;0,4651;0,5384;
MA;2109502;Riachão;0,3198;0,2704;0,2875;0,3329;0,413;
MA;2109551;Ribamar Fiquene;0,3798;0,3723;0,3816;0,4419;0,4496;
MA;2109601;Rosário;0,4198;0,3821;0,4255;0,4488;0,4645;
MA;2109700;Sambaíba;0,4041;0,3198;0,3466;0,4723;0,4594;
MA;2109759;Santa Filomena do Maranhão;0,3249;0,3426;0,3103;0,4213;0,4064;
MA;2109809;Santa Helena;0,2666;0,3023;0,3255;0,4134;0,45;
MA;2109908;Santa Inês;0,442;0,453;0,4609;0,5355;0,5326;
MA;2110005;Santa Luzia;0,342;0,3457;0,3825;0,4111;0,4582;
MA;2110039;Santa Luzia do Paruá;0,3738;0,3519;0,3874;0,4601;0,4441;
MA;2110104;Santa Quitéria do Maranhão;0,1999;0,2398;0,2754;0,3509;0,3663;
MA;2110203;Santa Rita;0,3016;0,3172;0,341;0,3424;0,383;
MA;2110237;Santana do Maranhão;0,2656;0,2683;0,3628;0,392;0,3866;
MA;2110278;Santo Amaro do Maranhão;0,2458;0,236;0,2366;0,3032;0,3166;
MA;2110302;Santo Antônio dos Lopes;0,3574;0,4114;0,3845;0,4007;0,4626;
MA;2110401;São Benedito do Rio Preto;0,241;0,2876;0,3082;0,3582;0,378;
MA;2110500;São Bento;0,3463;0,3456;0,3369;0,4213;0,4825;
MA;2110609;São Bernardo;0,364;0,3571;0,3811;0,378;0,4351;
MA;2110658;São Domingos do Azeitão;0,3449;0,3078;0,3282;0,3638;0,4439;
MA;2110708;São Domingos do Maranhão;0,3995;0,4046;0,401;0,4825;0,509;
MA;2110807;São Félix de Balsas;0,3869;0,36;0,3701;0,3414;0,3258;
MA;2110856;São Francisco do Brejão;0,3351;0,3292;0,3653;0,3886;0,4288;
MA;2110906;São Francisco do Maranhão;0,3235;0,3514;0,3419;0,4265;0,4048;
MA;2111003;São João Batista;0,2472;0,2204;0,2537;0,2637;0,2847;
MA;2111029;São João do Carú;0,2369;0,2567;0,2625;0,2794;0,3296;
MA;2111052;São João do Paraíso;0,3658;0,3193;0,4314;0,4562;0,4925;
MA;2111078;São João do Soter;0,3284;0,3188;0,3483;0,3861;0,3794;
MA;2111102;São João dos Patos;0,4754;0,4774;0,4738;0,5395;0,5666;
MA;2111201;São José de Ribamar;0,4694;0,4747;0,4917;0,5607;0,5909;
MA;2111250;São José dos Basílios;0,2972;0,3062;0,3981;0,371;0,4191;
MA;2111300;São Luís;0,6269;0,6123;0,6275;0,6577;0,6826;
MA;2111409;São Luís Gonzaga do Maranhão;0,2645;0,3131;0,3158;0,3442;0,3885;
MA;2111508;São Mateus do Maranhão;0,3469;0,367;0,4008;0,4701;0,4759;
MA;2111532;São Pedro da Água Branca;0,3323;0,2725;0,3175;0,3091;0,3488;
MA;2111573;São Pedro dos Crentes;0,3521;0,3515;0,3423;0,386;0,3918;
MA;2111607;São Raimundo das Mangabeiras;0,4301;0,4216;0,4751;0,503;0,5531;
MA;2111631;São Raimundo do Doca Bezerra;0,2578;0,2707;0,3119;0,2952;0,3191;
MA;2111672;São Roberto;0,3118;0,2634;0,3715;0,3607;0,4288;
MA;2111706;São Vicente Ferrer;0,256;0,3011;0,3025;0,308;0,3323;
MA;2111722;Satubinha;0,298;0,2189;0,2383;0,3374;0,3768;
MA;2111748;Senador Alexandre Costa;0,3537;0,3359;0,3562;0,3577;0,349;
MA;2111763;Senador La Rocque;0,3588;0,3466;0,3237;0,4352;0,4735;
MA;2111789;Serrano do Maranhão;0,2756;0,3098;0,319;0,326;0,325;
MA;2111805;Sítio Novo;0,3189;0,3388;0,3483;0,3942;0,4186;
MA;2111904;Sucupira do Norte;0,3477;0,3325;0,338;0,3866;0,4284;
MA;2111953;Sucupira do Riachão;0,2621;0,3215;0,381;0,3471;0,3832;
MA;2112001;Tasso Fragoso;0,4647;0,4547;0,4749;0,5405;0,5387;
MA;2112100;Timbiras;0,3198;0,3084;0,364;0,3754;0,4439;
MA;2112209;Timon;0,4395;0,434;0,4679;0,5043;0,5414;
MA;2112233;Trizidela do Vale;0,4137;0,3913;0,4265;0,4195;0,4941;
MA;2112274;Tufilândia;0,2945;0,247;0,2903;0,4193;0,415;
MA;2112308;Tuntum;0,3255;0,3085;0,3865;0,4176;0,4531;
MA;2112407;Turiaçu;0,3274;0,3217;0,2962;0,3058;0,3468;
MA;2112456;Turilândia;0,304;0,2973;0,3123;0,3298;0,3446;
MA;2112506;Tutóia;0,3316;0,3431;0,3442;0,3847;0,41;
MA;2112605;Urbano Santos;0,3139;0,3141;0,3464;0,3692;0,4133;
MA;2112704;Vargem Grande;0,4003;0,4394;0,4392;0,5077;0,5427;
MA;2112803;Viana;0,3378;0,3442;0,3659;0,4513;0,4499;
MA;2112852;Vila Nova dos Martírios;0,4272;0,4193;0,3823;0,483;0,49;
MA;2112902;Vitória do Mearim;0,3668;0,3219;0,37;0,4153;0,4206;
MA;2113009;Vitorino Freire;0,3129;0,2968;0,3716;0,4004;0,3966;
MA;2114007;Zé Doca;0,3714;0,4187;0,4629;0,4458;0,4806;
MG;3100104;Abadia dos Dourados;0,6491;0,6594;0,6694;0,6189;0,6704;
MG;3100203;Abaeté;0,6474;0,5537;0,6262;0,6348;0,6848;
MG;3100302;Abre Campo;0,5088;0,5339;0,5195;0,5658;0,5869;
MG;3100401;Acaiaca;0,5399;0,5715;0,5998;0,6583;0,611;
MG;3100500;Açucena;0,4856;0,462;0,4753;0,496;0,5079;
MG;3100609;Água Boa;0,4362;0,442;0,4799;0,5014;0,5092;
MG;3100708;Água Comprida;0,6093;0,5875;0,6353;0,6153;0,6418;
MG;3100807;Aguanil;0,6195;0,6317;0,6178;0,6764;0,6987;
MG;3100906;Águas Formosas;0,4461;0,4413;0,4094;0,4966;0,5243;
MG;3101003;Águas Vermelhas;0,4155;0,4791;0,4362;0,5201;0,5245;
MG;3101102;Aimorés;0,5487;0,5832;0,5472;0,5697;0,6361;
MG;3101201;Aiuruoca;0,5354;0,551;0,616;0,6474;0,6728;
MG;3101300;Alagoa;0,5273;0,4983;0,5294;0,5878;0,4821;
MG;3101409;Albertina;0,6474;0,6868;0,6539;0,6988;0,7502;
MG;3101508;Além Paraíba;0,5788;0,5844;0,5899;0,5875;0,6468;
MG;3101607;Alfenas;0,742;0,7274;0,7492;0,7882;0,83;
MG;3101631;Alfredo Vasconcelos;0,5646;0,5278;0,5791;0,5678;0,6421;
MG;3101706;Almenara;0,4736;0,5206;0,5068;0,5293;0,5749;
MG;3101805;Alpercata;0,5357;0,4739;0,4692;0,5111;0,5684;
MG;3101904;Alpinópolis;0,628;0,6446;0,661;0,642;0,691;
MG;3102001;Alterosa;0,5941;0,5846;0,6003;0,6068;0,616;
MG;3102050;Alto Caparaó;0,5303;0,5112;0,536;0,5733;0,5793;
MG;3102100;Alto Rio Doce;0,4925;0,4009;0,4685;0,4697;0,5376;
MG;3102209;Alvarenga;0,4926;0,4454;0,5007;0,5392;0,5617;
MG;3102308;Alvinópolis;0,5703;0,5991;0,6421;0,5934;0,6505;
MG;3102407;Alvorada de Minas;0,4575;0,4221;0,5366;0,5203;0,5513;
MG;3102506;Amparo do Serra;0,4684;0,466;0,4789;0,4597;0,4759;
MG;3102605;Andradas;0,7311;0,7392;0,7631;0,7749;0,8003;
MG;3102704;Cachoeira de Pajeú;0,3802;0,4633;0,4607;0,4412;0,4969;
MG;3102803;Andrelândia;0,6007;0,5633;0,5817;0,5984;0,6066;
MG;3102852;Angelândia;0,551;0,5653;0,5503;0,5703;0,578;
MG;3102902;Antônio Carlos;0,5898;0,6007;0,5665;0,6594;0,6546;
MG;3103009;Antônio Dias;0,6029;0,5602;0,5763;0,6366;0,6233;
MG;3103108;Antônio Prado de Minas;0,6082;0,6173;0,6302;0,589;0,6458;
MG;3103207;Araçaí;0,6028;0,6074;0,6135;0,743;0,6708;
MG;3103306;Aracitaba;0,4706;0,5326;0,5214;0,518;0,4956;
MG;3103405;Araçuaí;0,5504;0,5712;0,5723;0,6471;0,6675;
MG;3103504;Araguari;0,7035;0,7101;0,7396;0,767;0,7747;
MG;3103603;Arantina;0,5303;0,5495;0,5748;0,5569;0,5994;
MG;3103702;Araponga;0,4785;0,4504;0,4734;0,4891;0,5079;
MG;3103751;Araporã;0,6446;0,6879;0,7559;0,7214;0,7578;
MG;3103801;Arapuá;0,7124;0,7207;0,7279;0,7981;0,788;
MG;3103900;Araújos;0,6605;0,7076;0,7018;0,6928;0,6846;
MG;3104007;Araxá;0,7244;0,7015;0,7658;0,7969;0,7918;
MG;3104106;Arceburgo;0,6959;0,7307;0,6992;0,7419;0,7246;
MG;3104205;Arcos;0,6935;0,7428;0,7364;0,7677;0,7743;
MG;3104304;Areado;0,5973;0,5937;0,5947;0,6169;0,6819;
MG;3104403;Argirita;0,5184;0,5762;0,5927;0,6243;0,6494;
MG;3104452;Aricanduva;0,5454;0,4999;0,5278;0,6081;0,6112;
MG;3104502;Arinos;0,5307;0,5509;0,5718;0,6008;0,6959;
MG;3104601;Astolfo Dutra;0,6318;0,583;0,5707;0,629;0,6348;
MG;3104700;Ataléia;0,3792;0,4135;0,4348;0,4751;0,464;
MG;3104809;Augusto de Lima;0,5683;0,5875;0,6418;0,6387;0,6372;
MG;3104908;Baependi;0,6398;0,649;0,6707;0,681;0,7451;
MG;3105004;Baldim;0,5827;0,5967;0,688;0,6692;0,6679;
MG;3105103;Bambuí;0,6528;0,6686;0,6453;0,6767;0,7418;
MG;3105202;Bandeira;0,4268;0,4824;0,5034;0,5354;0,5705;
MG;3105301;Bandeira do Sul;0,6735;0,6056;0,7291;0,734;0,6916;
MG;3105400;Barão de Cocais;0,59;0,6513;0,699;0,7157;0,7451;
MG;3105509;Barão de Monte Alto;0,5475;0,4925;0,5821;0,6056;0,6255;
MG;3105608;Barbacena;0,6986;0,6797;0,6798;0,7065;0,7205;
MG;3105707;Barra Longa;0,511;0,5259;0,5154;0,5854;0,5738;
MG;3105905;Barroso;0,5796;0,5772;0,5766;0,6204;0,6787;
MG;3106002;Bela Vista de Minas;0,5839;0,5916;0,6055;0,604;0,6175;
MG;3106101;Belmiro Braga;0,5381;0,4809;0,5424;0,6205;0,6272;
MG;3106200;Belo Horizonte;0,7728;0,781;0,7862;0,8049;0,8063;
MG;3106309;Belo Oriente;0,6573;0,6437;0,6809;0,7134;0,7389;
MG;3106408;Belo Vale;0,4836;0,533;0,5168;0,5343;0,569;
MG;3106507;Berilo;0,4754;0,5235;0,4552;0,571;0,5257;
MG;3106606;Bertópolis;0,2892;0,277;0,284;0,3095;0,3522;
MG;3106655;Berizal;0,5458;0,5817;0,5914;0,6227;0,5546;
MG;3106705;Betim;0,7001;0,7006;0,7293;0,7505;0,7647;
MG;3106804;Bias Fortes;0,5304;0,4997;0,4942;0,4574;0,5407;
MG;3106903;Bicas;0,5936;0,6454;0,62;0,6858;0,6807;
MG;3107000;Biquinhas;0,5242;0,5742;0,621;0,6346;0,6267;
MG;3107109;Boa Esperança;0,6636;0,6556;0,6729;0,7099;0,7443;
MG;3107208;Bocaina de Minas;0,5332;0,4514;0,4557;0,5396;0,4513;
MG;3107307;Bocaiúva;0,5914;0,5752;0,603;0,6204;0,6611;
MG;3107406;Bom Despacho;0,6983;0,7026;0,7401;0,7759;0,7709;
MG;3107505;Bom Jardim de Minas;0,613;0,5879;0,5648;0,608;0,6464;
MG;3107604;Bom Jesus da Penha;0,6943;0,7341;0,6888;0,7381;0,703;
MG;3107703;Bom Jesus do Amparo;0,5644;0,6373;0,6933;0,6872;0,6311;
MG;3107802;Bom Jesus do Galho;0,444;0,4837;0,5391;0,4926;0,5874;
MG;3107901;Bom Repouso;0,5466;0,5919;0,5581;0,6086;0,6401;
MG;3108008;Bom Sucesso;0,6056;0,574;0,5912;0,6491;0,6647;
MG;3108107;Bonfim;0,5475;0,5248;0,5308;0,6196;0,5683;
MG;3108206;Bonfinópolis de Minas;0,6491;0,6481;0,674;0,6821;0,738;
MG;3108255;Bonito de Minas;0,4482;0,4244;0,4581;0,5122;0,4499;
MG;3108305;Borda da Mata;0,6187;0,6459;0,6284;0,6676;0,6823;
MG;3108404;Botelhos;0,5734;0,6233;0,632;0,5977;0,676;
MG;3108503;Botumirim;0,4881;0,4539;0,5241;0,5501;0,5559;
MG;3108552;Brasilândia de Minas;0,5216;0,5333;0,5689;0,6027;0,6388;
MG;3108602;Brasília de Minas;0,547;0,5326;0,5609;0,5616;0,5919;
MG;3108701;Brás Pires;0,5494;0,5251;0,5586;0,5406;0,6165;
MG;3108800;Braúnas;0,4345;0,4868;0,4823;0,5389;0,5101;
MG;3108909;Brasópolis;0,5595;0,5564;0,6141;0,6342;0,649;
MG;3109006;Brumadinho;0,6187;0,6691;0,7167;0,7615;0,7434;
MG;3109105;Bueno Brandão;0,5661;0,5599;0,5247;0,6016;0,6342;
MG;3109204;Buenópolis;0,5009;0,5361;0,5665;0,5492;0,6013;
MG;3109253;Bugre;0,5069;0,4888;0,5715;0,581;0,5617;
MG;3109303;Buritis;0,5098;0,5403;0,6051;0,6354;0,6125;
MG;3109402;Buritizeiro;0,5283;0,5423;0,5815;0,6144;0,6441;
MG;3109451;Cabeceira Grande;0,5074;0,4901;0,5352;0,6408;0,5908;
MG;3109501;Cabo Verde;0,6289;0,6263;0,6449;0,6678;0,6788;
MG;3109600;Cachoeira da Prata;0,5695;0,5743;0,6227;0,6589;0,7085;
MG;3109709;Cachoeira de Minas;0,6457;0,6913;0,6795;0,6802;0,7324;
MG;3109808;Cachoeira Dourada;0,7607;0,744;0,7833;0,7868;0,7354;
MG;3109907;Caetanópolis;0,5553;0,549;0,6433;0,6787;0,6221;
MG;3110004;Caeté;0,5394;0,6026;0,6327;0,6313;0,6714;
MG;3110103;Caiana;0,4441;0,5104;0,4598;0,4855;0,5159;
MG;3110202;Cajuri;0,4793;0,5719;0,6037;0,6485;0,6258;
MG;3110301;Caldas;0,629;0,566;0,5977;0,6586;0,6322;
MG;3110400;Camacho;0,5536;0,5369;0,5211;0,5719;0,6136;
MG;3110509;Camanducaia;0,6927;0,6979;0,6474;0,7183;0,6808;
MG;3110608;Cambuí;0,7183;0,7315;0,739;0,7409;0,7789;
MG;3110707;Cambuquira;0,6037;0,5852;0,5805;0,6534;0,6903;
MG;3110806;Campanário;0,4962;0,4832;0,5053;0,5641;0,6299;
MG;3110905;Campanha;0,6569;0,5614;0,6264;0,6858;0,6565;
MG;3111002;Campestre;0,6049;0,5905;0,6072;0,6205;0,6735;
MG;3111101;Campina Verde;0,6042;0,6218;0,6392;0,6489;0,6448;
MG;3111150;Campo Azul;0,5417;0,5485;0,5141;0,5282;0,5645;
MG;3111200;Campo Belo;0,6673;0,708;0,72;0,7745;0,7983;
MG;3111309;Campo do Meio;0,5803;0,5942;0,606;0,6242;0,6216;
MG;3111408;Campo Florido;0,6361;0,6771;0,6113;0,6346;0,6588;
MG;3111507;Campos Altos;0,6344;0,5867;0,5695;0,6168;0,6252;
MG;3111606;Campos Gerais;0,5798;0,5599;0,5802;0,6342;0,6687;
MG;3111705;Canaã;0,5082;0,5043;0,5428;0,5221;0,5293;
MG;3111804;Canápolis;0,5698;0,5907;0,6683;0,6607;0,7527;
MG;3111903;Cana Verde;0,527;0,5231;0,5917;0,6413;0,6543;
MG;3112000;Candeias;0,5378;0,6081;0,5884;0,605;0,67;
MG;3112059;Cantagalo;0,4081;0,4492;0,4535;0,5323;0,5126;
MG;3112109;Caparaó;0,5036;0,4982;0,5202;0,5468;0,5375;
MG;3112208;Capela Nova;0,487;0,5308;0,4814;0,5622;0,5501;
MG;3112307;Capelinha;0,5982;0,6413;0,6406;0,6947;0,682;
MG;3112406;Capetinga;0,5276;0,5821;0,5817;0,6152;0,6329;
MG;3112505;Capim Branco;0,4864;0,5095;0,5648;0,6143;0,5721;
MG;3112604;Capinópolis;0,658;0,6554;0,6646;0,7083;0,7455;
MG;3112653;Capitão Andrade;0,4573;0,4727;0,5067;0,5092;0,5605;
MG;3112703;Capitão Enéas;0,5535;0,5508;0,5433;0,5795;0,6093;
MG;3112802;Capitólio;0,6754;0,6495;0,7151;0,7236;0,7335;
MG;3112901;Caputira;0,4441;0,4916;0,5246;0,5038;0,492;
MG;3113008;Caraí;0,3849;0,3803;0,4194;0,4482;0,4284;
MG;3113107;Caranaíba;0,403;0,4887;0,5279;0,5331;0,5191;
MG;3113206;Carandaí;0,6098;0,6133;0,6445;0,6487;0,6727;
MG;3113305;Carangola;0,6286;0,6372;0,6414;0,6679;0,7089;
MG;3113404;Caratinga;0,6535;0,6658;0,713;0,7114;0,7378;
MG;3113503;Carbonita;0,5861;0,6191;0,6081;0,7017;0,6934;
MG;3113602;Careaçu;0,5595;0,5434;0,6011;0,666;0,7091;
MG;3113701;Carlos Chagas;0,5022;0,4307;0,4657;0,5548;0,5679;
MG;3113800;Carmésia;0,5428;0,5233;0,5261;0,5174;0,5611;
MG;3113909;Carmo da Cachoeira;0,5913;0,5669;0,6344;0,6524;0,6489;
MG;3114006;Carmo da Mata;0,6462;0,64;0,6626;0,7042;0,6891;
MG;3114105;Carmo de Minas;0,5847;0,6113;0,6068;0,5973;0,6043;
MG;3114204;Carmo do Cajuru;0,6624;0,6816;0,7321;0,7264;0,7667;
MG;3114303;Carmo do Paranaíba;0,6655;0,6428;0,7146;0,7069;0,7403;
MG;3114402;Carmo do Rio Claro;0,6619;0,6373;0,6526;0,6554;0,6583;
MG;3114501;Carmópolis de Minas;0,5999;0,6688;0,6493;0,6699;0,6927;
MG;3114550;Carneirinho;0,6765;0,6698;0,6779;0,7266;0,755;
MG;3114600;Carrancas;0,4967;0,6122;0,6069;0,657;0,6803;
MG;3114709;Carvalhópolis;0,5707;0,5405;0,5741;0,5718;0,6056;
MG;3114808;Carvalhos;0,4215;0,5182;0,498;0,6022;0,5902;
MG;3114907;Casa Grande;0,5208;0,5655;0,5343;0,5385;0,5924;
MG;3115003;Cascalho Rico;0,6658;0,6598;0,6797;0,754;0,6717;
MG;3115102;Cássia;0,6096;0,5982;0,6664;0,6562;0,7008;
MG;3115201;Conceição da Barra de Minas;0,5125;0,5478;0,4915;0,5853;0,5903;
MG;3115300;Cataguases;0,6496;0,6422;0,6814;0,7126;0,7058;
MG;3115359;Catas Altas;0,6119;0,5952;0,5961;0,7037;0,6106;
MG;3115409;Catas Altas da Noruega;0,5174;0,5762;0,5195;0,5429;0,5043;
MG;3115458;Catuji;0,3551;0,3737;0,4266;0,465;0,4724;
MG;3115474;Catuti;0,4864;0,5323;0,5036;0,5464;0,5465;
MG;3115508;Caxambu;0,6127;0,6265;0,6284;0,6822;0,6718;
MG;3115607;Cedro do Abaeté;0,5276;0,4967;0,5944;0,6075;0,6548;
MG;3115706;Central de Minas;0,4527;0,4646;0,5244;0,5098;0,5644;
MG;3115805;Centralina;0,5762;0,5181;0,578;0,5624;0,5808;
MG;3115904;Chácara;0,4672;0,498;0,5878;0,6171;0,5927;
MG;3116001;Chalé;0,5545;0,4895;0,4976;0,5459;0,5687;
MG;3116100;Chapada do Norte;0,4767;0,5145;0,4819;0,561;0,5245;
MG;3116159;Chapada Gaúcha;0,5107;0,4727;0,5323;0,5453;0,5375;
MG;3116209;Chiador;0,4757;0,4458;0,4696;0,5253;0,5407;
MG;3116308;Cipotânea;0,4373;0,3829;0,4657;0,4845;0,5638;
MG;3116407;Claraval;0,6535;0,6545;0,634;0,6705;0,7135;
MG;3116506;Claro dos Poções;0,4745;0,5487;0,5156;0,5887;0,5285;
MG;3116605;Cláudio;0,6968;0,7408;0,7532;0,7605;0,7858;
MG;3116704;Coimbra;0,595;0,5796;0,5892;0,6374;0,6414;
MG;3116803;Coluna;0,4477;0,5136;0,5295;0,4963;0,5167;
MG;3116902;Comendador Gomes;0,7078;0,6895;0,6772;0,7633;0,6911;
MG;3117009;Comercinho;0,4233;0,4824;0,5027;0,5401;0,4826;
MG;3117108;Conceição da Aparecida;0,6279;0,5921;0,5424;0,6402;0,6379;
MG;3117207;Conceição das Pedras;0,5901;0,5506;0,5658;0,5766;0,6349;
MG;3117306;Conceição das Alagoas;0,6312;0,6099;0,6343;0,6948;0,7044;
MG;3117405;Conceição de Ipanema;0,5461;0,547;0,5183;0,5691;0,5493;
MG;3117504;Conceição do Mato Dentro;0,6065;0,629;0,6835;0,7026;0,6806;
MG;3117603;Conceição do Pará;0,6476;0,6481;0,6806;0,6592;0,6655;
MG;3117702;Conceição do Rio Verde;0,6159;0,5752;0,6017;0,6051;0,6143;
MG;3117801;Conceição dos Ouros;0,63;0,6202;0,6643;0,7048;0,7223;
MG;3117836;Cônego Marinho;0,4376;0,4819;0,5302;0,485;0,5112;
MG;3117876;Confins;0,7522;0,7631;0,8098;0,8329;0,8006;
MG;3117900;Congonhal;0,5925;0,5741;0,6217;0,6752;0,6845;
MG;3118007;Congonhas;0,7308;0,7539;0,7681;0,7734;0,7995;
MG;3118106;Congonhas do Norte;0,3943;0,4553;0,4561;0,4466;0,4819;
MG;3118205;Conquista;0,5976;0,5881;0,5863;0,6192;0,657;
MG;3118304;Conselheiro Lafaiete;0,6076;0,6318;0,6553;0,6881;0,7146;
MG;3118403;Conselheiro Pena;0,5239;0,4993;0,6079;0,5898;0,6083;
MG;3118502;Consolação;0,5776;0,584;0,51;0,5969;0,664;
MG;3118601;Contagem;0,681;0,6723;0,6994;0,7236;0,7303;
MG;3118700;Coqueiral;0,5281;0,5118;0,512;0,6046;0,5901;
MG;3118809;Coração de Jesus;0,5177;0,5137;0,5672;0,5631;0,5832;
MG;3118908;Cordisburgo;0,4813;0,5048;0,5431;0,5491;0,5603;
MG;3119005;Cordislândia;0,439;0,4785;0,5452;0,5127;0,5253;
MG;3119104;Corinto;0,5433;0,529;0,5567;0,5986;0,6045;
MG;3119203;Coroaci;0,5087;0,5158;0,5413;0,5401;0,5742;
MG;3119302;Coromandel;0,6604;0,6922;0,6671;0,7045;0,7036;
MG;3119401;Coronel Fabriciano;0,6513;0,6306;0,7001;0,744;0,7822;
MG;3119500;Coronel Murta;0,5321;0,4817;0,5226;0,5766;0,5836;
MG;3119609;Coronel Pacheco;0,5406;0,5956;0,5699;0,56;0,6748;
MG;3119708;Coronel Xavier Chaves;0,5394;0,5982;0,5724;0,6143;0,6369;
MG;3119807;Córrego Danta;0,6691;0,6691;0,6724;0,7109;0,6931;
MG;3119906;Córrego do Bom Jesus;0,568;0,5814;0,5951;0,6158;0,6697;
MG;3119955;Córrego Fundo;0,6834;0,6835;0,7162;0,7413;0,747;
MG;3120003;Córrego Novo;0,5329;0,562;0,5682;0,5131;0,5601;
MG;3120102;Couto de Magalhães de Minas;0,5498;0,6019;0,6391;0,6085;0,6291;
MG;3120151;Crisólita;0,3704;0,3231;0,3935;0,4242;0,4996;
MG;3120201;Cristais;0,7077;0,6559;0,6705;0,7143;0,768;
MG;3120300;Cristália;0,4609;0,4913;0,481;0,4947;0,5701;
MG;3120409;Cristiano Otoni;0,4206;0,4938;0,5081;0,5463;0,5899;
MG;3120508;Cristina;0,5532;0,5461;0,5771;0,6113;0,6279;
MG;3120607;Crucilândia;0,5959;0,5443;0,6169;0,6168;0,7062;
MG;3120706;Cruzeiro da Fortaleza;0,6183;0,6397;0,6539;0,7186;0,7237;
MG;3120805;Cruzília;0,6019;0,6119;0,6572;0,671;0,6902;
MG;3120839;Cuparaque;0,4559;0,4497;0,5026;0,5678;0,5254;
MG;3120870;Curral de Dentro;0,446;0,4928;0,4979;0,5403;0,5789;
MG;3120904;Curvelo;0,6173;0,6402;0,6461;0,6981;0,7388;
MG;3121001;Datas;0,5327;0,5754;0,5908;0,6184;0,5983;
MG;3121100;Delfim Moreira;0,5332;0,5299;0,64;0,65;0,6408;
MG;3121209;Delfinópolis;0,6622;0,6382;0,6189;0,6939;0,6432;
MG;3121258;Delta;0,6074;0,618;0,6483;0,6317;0,7146;
MG;3121308;Descoberto;0,6314;0,6174;0,5941;0,6041;0,6817;
MG;3121407;Desterro de Entre Rios;0,5663;0,6006;0,59;0,6839;0,6773;
MG;3121506;Desterro do Melo;0,5606;0,5417;0,5723;0,5926;0,5649;
MG;3121605;Diamantina;0,615;0,6632;0,6735;0,6922;0,7236;
MG;3121704;Diogo de Vasconcelos;0,4881;0,5277;0,4806;0,5121;0,5307;
MG;3121803;Dionísio;0,4891;0,5741;0,5791;0,6314;0,5739;
MG;3121902;Divinésia;0,6226;0,6026;0,6844;0,6496;0,6649;
MG;3122009;Divino;0,4641;0,4556;0,4772;0,4604;0,5176;
MG;3122108;Divino das Laranjeiras;0,4595;0,5233;0,4486;0,5338;0,5385;
MG;3122207;Divinolândia de Minas;0,4232;0,4646;0,4635;0,5431;0,4761;
MG;3122306;Divinópolis;0,7226;0,7304;0,7551;0,8002;0,8095;
MG;3122355;Divisa Alegre;0,508;0,5296;0,5508;0,5628;0,5539;
MG;3122405;Divisa Nova;0,5506;0,593;0,5908;0,6499;0,6522;
MG;3122454;Divisópolis;0,4821;0,4907;0,4351;0,4541;0,5287;
MG;3122470;Dom Bosco;0,5567;0,5746;0,5316;0,6092;0,623;
MG;3122504;Dom Cavati;0,4581;0,4487;0,4956;0,5122;0,4739;
MG;3122603;Dom Joaquim;0,5548;0,5361;0,5605;0,5935;0,5452;
MG;3122702;Dom Silvério;0,5751;0,6742;0,6938;0,6844;0,6381;
MG;3122801;Dom Viçoso;0,5921;0,5653;0,5465;0,6302;0,6294;
MG;3122900;Dona Eusébia;0,5641;0,564;0,5702;0,6116;0,6453;
MG;3123007;Dores de Campos;0,6509;0,5735;0,6299;0,6215;0,6435;
MG;3123106;Dores de Guanhães;0,5557;0,551;0,5342;0,5811;0,5984;
MG;3123205;Dores do Indaiá;0,5817;0,5963;0,634;0,6558;0,6947;
MG;3123304;Dores do Turvo;0,5172;0,5033;0,5334;0,6124;0,6449;
MG;3123403;Doresópolis;0,6089;0,5724;0,6251;0,7035;0,605;
MG;3123502;Douradoquara;0,5713;0,474;0,5366;0,5728;0,6273;
MG;3123528;Durandé;0,4828;0,4431;0,411;0,4883;0,4847;
MG;3123601;Elói Mendes;0,6208;0,6343;0,7161;0,6979;0,7004;
MG;3123700;Engenheiro Caldas;0,5164;0,4946;0,5555;0,5704;0,5861;
MG;3123809;Engenheiro Navarro;0,5019;0,5341;0,6116;0,6235;0,5458;
MG;3123858;Entre Folhas;0,5721;0,5418;0,565;0,5686;0,5506;
MG;3123908;Entre Rios de Minas;0,5422;0,5566;0,6101;0,6214;0,6471;
MG;3124005;Ervália;0,5316;0,55;0,6028;0,6033;0,6399;
MG;3124104;Esmeraldas;0,4802;0,4681;0,4817;0,5044;0,4916;
MG;3124203;Espera Feliz;0,5478;0,5465;0,5523;0,6165;0,6278;
MG;3124302;Espinosa;0,517;0,5581;0,5512;0,5801;0,6269;
